Sample	S00017985	S00017986	S00017987	S00017988	S00017989	S00017990	S00017991	S00017992	S00017993	S00017994	S00017995	S00017996	S00017997	S00017998	S00017999	S00018000	S00018001	S00018002	S00018003	S00018004	S00018005	S00018006	S00018007	S00018008	S00018009	S00018010	S00018011	S00018012	S00018013	S00018014	S00018015	S00018016	S00018017	S00018018	S00018019	S00018020	S00018021	S00018022	S00018023	S00018024	S00018025	S00018026	S00018027	S00018028	S00018029	S00018030	S00018031	S00018032	S00018033	S00018034	S00018035	S00018036	S00018037	S00018038	S00018039	S00018040	S00018041	S00018042	S00018043	S00018044	S00018045	S00018046	S00018047	S00018048	S00018049	S00018050	S00018051	S00018052	S00018053	S00018054	S00018055	S00018056	S00018057	S00018058	S00018059	S00018060	S00018061	S00018062	S00018063	S00018064	S00018065	S00018066	S00018067	S00018068	S00018069	S00018070	S00018071	S00018072	S00018073	S00018074	S00018075	S00018076	S00018077	S00018078	S00018079	S00018080	S00018081	S00018082	S00018083	S00018084
plasmenyl-PE 34:1; [M-H]-@7.22	24775.26235	40323.14217	53563.70054	35286.28094	41313.28404	33364.17056	37148.48649	29716.29741	74449.74251	33086.08401	59131.11425	59208.00707	60054.43326	92504.66876	48817.83527	59844.25106	31573.30753	29474.7359	57633.16637	41579.24289	60843.8286	33303.29327	44781.54228	58346.01012	43781.9367	17838.35245	130263.7066	82053.07846	97302.44508	49176.30969	47119.70022	83584.28398	61632.82542	42668.38261	43074.55429	53459.33881	57366.3172	60926.43728	152260.4361	70690.38007	23052.81923	63115.82407	44813.52314	73.79631547	47400.3334	66980.07405	58961.54223	17316.70242	73079.79269	61311.15483	47203.6797	25963.64824	134322.7321	35871.72922	104825.2247	57364.71235	37716.22661	52302.86388	35260.47608	33923.75519	46695.83144	36973.95838	42918.68368	70061.76813	38446.05211	30686.49095	67318.62264	58770.43809	51879.38356	50903.83434	68855.11392	53417.54178	27277.72019	44352.75986	43808.66008	39203.37383	31265.45012	48385.51137	41656.92494	50026.24159	54398.81888	84186.69958	83231.35977	55765.9481	69062.02873	75361.45469	80396.06159	39071.20497	42621.35833	74559.47277	38501.37075	38098.22761	25700.1338	53595.35538	64561.24119	28229.86232	23936.43024	113339.8018	85907.07133	76935.85544
plasmenyl-PE 34:2; [M-H]-@6.78	54861.04826	89091.34866	138007.6207	119900.8355	98741.65895	74578.60083	65709.47566	60892.1836	114388.8228	61777.50903	187579.3829	54996.37293	186406.3786	355507.4531	230428.1327	160572.232	39342.58553	54400.82874	150618.9376	100749.1143	169252.5059	90758.56363	98396.94472	112549.6124	96258.79465	25530.25871	96628.07816	65413.08654	145509.1815	65424.75678	69309.00152	186183.1094	183040.8983	133851.7493	111661.4018	132233.8943	112532.5209	72825.71966	106184.0253	49724.34361	101252.8748	75589.13248	60347.74041	36.53819531	160242.6278	168680.7069	124018.5724	70727.151	112769.9882	134848.874	78299.1391	37658.98976	79849.74156	54074.17105	110059.1292	81586.10224	84209.60853	138262.9283	106062.8726	39227.28911	178973.9796	48739.64086	109025.4936	103173.4911	89014.63157	83377.76895	132803.9318	108300.678	153482.2573	110295.4847	198409.6783	107985.5337	139157.0048	204396.5907	112066.3192	34547.15958	113985.413	101498.7068	58195.25415	142282.8313	119895.9082	85333.94464	131254.7981	104269.8551	149868.0014	101673.6567	90037.90931	54529.54662	88834.88925	134905.386	57354.30791	152974.836	39421.48356	195582.9782	155825.6925	43274.95887	35542.61741	54415.15541	130916.0634	147555.0627
plasmenyl-PE 34:3; [M-H]-@6.39	1141.108696	2535.133707	3563.552228	4315.59834	1959.946359	2790.261152	1368.469883	2726.606377	4980.75156	3220.785927	7597.448366	3728.662299	10363.09734	14077.80412	6516.791577	6240.579803	3111.501991	11312.96432	4251.308289	5956.166135	6060.42666	5580.595633	3662.603167	7511.449406	6246.649937	3954.771262	5449.928248	8956.11731	8236.757048	8067.226216	5320.948508	7740.21823	7761.117877	4793.647625	7803.028891	1695.511228	7815.482372	4248.533252	3046.210934	19687.71669	12271.02282	37771.31809	29912.46506	163.9937091	3174.550374	11854.38776	3488.342507	8592.915052	5815.760044	5211.693248	8481.272324	57092.51439	9463.520527	25637.47993	4157.067968	7931.299532	12711.24409	5041.182605	2634.57459	2508.327986	4033.107107	3589.473364	4092.674676	1193.172526	12800.00164	1901.786494	6079.104939	5367.046062	9038.418252	5252.590956	9796.378388	2245.412448	8682.533884	3656.460918	3568.90565	4626.836311	4447.359813	5526.892214	8441.097626	6561.194868	4294.360745	7938.684185	8716.312787	3957.446572	9970.15978	2310.053001	1346.01738	8240.195414	6211.142875	5915.587832	2615.391882	4581.515247	10147.15311	13343.97487	1675.024557	1362.859428	8683.525853	5067.350613	10837.52109	2170.466304
plasmenyl-PE 36:1; [M-H]-@7.77	14097.9214	31643.1373	66022.3572	41453.89959	53543.92596	29017.28129	31474.40222	34198.69503	78531.57779	27936.69973	63274.3964	24512.31883	82839.41719	89713.6522	91016.60594	72028.92498	35294.67096	30242.46396	62447.21943	40754.9379	72044.87152	42806.22812	35490.36839	48358.76129	34244.77663	11209.96657	57732.11533	27077.67523	64931.86881	28276.11223	30071.5697	93420.70699	61890.20562	38358.61488	54771.76557	56725.04575	58412.50119	45746.24592	92346.86247	40251.54713	34119.70155	58245.87757	36441.83258	51.51980692	45910.25989	92051.4557	48986.98407	34131.52155	67929.9848	61393.10458	54784.37196	14455.90284	62887.81198	43936.46396	52647.71713	42164.95713	40693.48597	64417.46129	76387.38549	31407.23975	48932.96656	34626.84023	54241.11356	59976.77751	43518.04454	35194.20987	57712.81636	65068.70806	89650.22042	66677.57831	86647.77419	66983.8019	54640.57295	65921.24769	31845.56145	31694.9984	29015.32045	28087.95017	27976.23762	48795.71899	42212.32072	69447.97431	78304.52049	60140.81293	113779.5541	38487.59889	53578.16669	24734.19947	61246.71728	51665.84329	53284.37247	76193.95565	16586.8827	108607.4476	98044.78541	45694.25472	37504.6934	45413.66755	89976.716	52259.46229
plasmenyl-PE 36:2; [M-H]-@7.39	65742.09707	132238.9112	186984.2468	101659.0291	138043.1819	82578.38257	97790.11812	69968.92945	184966.4636	125985.8697	179944.1431	67207.90723	276013.2824	304893.3704	289911.9201	192693.7196	86771.24643	68224.86727	187093.418	161335.2738	277045.6986	166101.0584	146313.2504	153720.7496	111611.5739	39023.26315	100020.1638	100360.2345	112393.4341	52076.27656	100224.4627	219977.1246	185738.3174	121984.3126	153585.0044	155477.0013	118320.4138	138250.3436	168491.5995	93481.90477	104835.1417	117736.5412	70217.3734	277.0071076	176093.1226	289085.3788	146818.0829	133943.5281	158554.3566	167047.3966	128803.7493	49827.19502	127964.7082	95324.50475	161965.0984	128915.0585	99820.52017	247674.6732	209913.9618	69631.36945	216170.2926	105280.0429	166688.1038	120678.4857	180934.0447	114757.2077	161088.6276	203237.788	254166.7213	183177.4545	359486.0793	204959.5799	215724.6531	313916.8542	137729.888	55304.30337	124405.0782	104914.9596	97315.31123	199722.2403	147876.1681	164160.7853	193731.6567	175279.6217	249739.2256	107513.4472	176977.175	87563.00007	146156.9902	138694.4994	125354.4518	185667.1657	72339.18828	363528.8902	255172.445	102091.2666	93485.18767	69874.07668	231318.29	185628.9423
plasmenyl-PE 36:3; [M-H]-@6.95	76196.75308	129190.6928	217652.8063	184781.1181	180186.6458	155805.9589	111363.5574	88411.04116	187817.5616	98889.49582	271449.95	76494.42082	317213.0367	383495.0712	351418.679	300899.7078	94799.97333	81913.2877	231498.2094	257986.479	258519.1396	127986.7974	112164.9296	137984.4994	149711.736	31817.45925	122411.9725	84083.78253	196684.6002	94882.77294	142331.5975	245282.1055	223348.3679	141347.0021	212145.4302	181256.0999	220527.4155	139463.8585	177748.7777	91073.53469	163105.5542	114886.9303	53282.2165	183.7446963	249817.8052	329375.1173	247261.0166	100710.3598	158722.295	177464.7797	95039.65073	51898.58085	153039.7278	80278.53368	144799.6245	117478.1839	105077.9462	197386.6729	206076.2078	72757.947	237214.2353	114064.24	190087.918	177895.4159	178982.1527	140493.8691	198839.9582	200589.2103	273324.344	199798.2289	338120.921	181136.8939	198269.1074	311286.7212	183192.9422	72508.31161	192303.3758	121454.4273	110882.1641	223749.0637	179716.4289	160047.2877	270439.3517	189787.4762	229952.3359	130998.8443	132205.262	72684.90872	161195.753	185927.7977	144671.4996	302578.1116	52717.58197	346071.2232	252640.0822	90015.22278	72967.08032	62691.72147	239015.3129	199976.4859
plasmenyl-PE 36:4; [M-H]-@6.72	106571.5981	215360.525	396153.2075	386101.915	364887.3947	338413.8737	268053.9562	280176.294	490966.1073	220674.3264	710345.4655	238005.0042	407232.0864	569432.4951	587765.8267	657225.7734	309389.0166	171677.913	562059.0052	378853.3804	473680.223	292368.7588	252814.936	368396.1623	362987.4575	59883.908	492549.3978	282463.9234	526452.417	271786.5546	196285.5863	632368.0973	414905.5921	265433.8486	540573.5273	515529.4272	838302.6025	284837.0966	727432.9946	353857.8892	198570.4979	254679.2857	97542.92038	67.75871375	590381.741	552381.3801	480027.8975	100042.0775	342141.679	397598.4452	291406.1594	77944.12462	579090.2792	150874.3042	367496.9818	228807.5316	213381.8755	286382.1846	316174.1216	132041.412	311313.9257	213155.017	343248.1494	342257.0299	144783.3226	268850.5931	405998.7985	291424.2232	510789.394	221531.6456	549961.8548	323221.5737	362991.5566	434372.4828	167585.0435	96286.57994	358533.9113	292806.7133	133002.1892	559082.2828	180161.0154	572389.5618	640954.9712	227766.4003	661058.1325	295717.0204	268546.3699	160969.3689	462092.7913	441001.1183	194406.2786	505717.6548	64601.45379	424779.999	658511.2397	123034.2389	62278.43	134782.0068	522578.7638	565581.4151
plasmenyl-PE 36:5; [M-H]-@6.37	29701.72432	31207.39523	31238.17074	16604.54582	14383.86662	26984.52311	9555.287355	15355.9691	20611.16988	11361.52303	38892.12749	6858.504204	60341.9924	82923.53994	20334.10847	57226.61245	10935.57096	20956.14082	40204.57711	70554.85674	23900.42249	13183.75443	18247.96718	30625.80144	30605.3873	7796.741455	59342.25973	21141.77862	29419.49728	43786.57096	9124.559422	28164.16836	16403.27673	8629.178356	18457.67105	22275.26458	26075.69969	12439.36865	27492.80255	19392.96018	8456.036158	21694.03998	13369.34486	154.5533824	33002.9577	32383.4699	12693.64638	5435.998883	22155.80314	15533.52472	22830.93728	6723.585405	65898.02399	10701.33207	13033.2231	4970.000117	9092.360818	17184.33196	9725.912778	7340.586473	10048.02959	5519.334854	8398.071225	18923.22471	14219.86553	16323.60899	16651.97431	10823.8306	38421.75725	38481.1533	43468.4735	10625.5735	26271.29114	15801.80424	8202.103777	3668.759729	17771.82248	11036.74818	4034.157034	28629.07493	66265.596	68907.32353	38637.71462	35355.58894	21905.23988	9452.457102	7523.142279	5040.189813	57529.2272	19615.00535	12116.99052	19291.60303	1883.323031	22518.67212	20434.5051	4309.133466	6460.604472	8807.891006	30838.69784	13632.17589
plasmenyl-PE 38:1; [M-H]-@8.27	27874.75155	10294.70552	14790.17462	8174.090441	11829.43401	6092.245089	28597.59463	19291.79143	16687.44763	8513.383107	15886.64375	5747.016071	28048.37909	17767.29085	156755.7254	13732.29135	8346.148987	68929.97027	12942.08229	17702.62952	7815.409509	145574.033	5932.073361	659722.7958	7584.384568	116572.7707	18397.16963	461457.6641	15916.35503	601467.2923	468752.4386	23332.33857	11974.66919	12522.83922	74019.86809	14776.59499	47473.92729	108990.4135	28452.56275	491870.9653	470611.3123	300099.3979	600755.1833	263.5566229	18229.941	11710.93659	9627.684071	618917.9869	207271.8659	358185.4269	91395.85302	1151696.05	11212.09	720521.9687	63888.30414	256426.7906	572696.7145	598238.5386	48667.29509	15172.0624	70879.91041	23018.67965	9865.56653	15913.58465	496502.2662	17399.85886	15145.01625	12222.38619	30135.71116	18549.16874	23933.04654	30679.93891	429342.5173	24780.48206	20340.55597	434186.2466	7869.88947	13531.93668	605814.471	16327.33049	25900.30709	260652.5148	9958.974222	12516.27315	21837.36608	11556.85219	24661.66859	368567.084	17976.70704	11949.12742	15037.98342	13184.38564	316009.3306	47396.88787	14064.51634	16594.85705	580881.489	324226.171	20510.2323	14940.47141
plasmenyl-PE 38:2; [M-H]-@7.93	31189.38369	27838.1498	36604.79449	16924.11531	32303.46105	16189.37345	10968.25763	26275.61823	34467.32449	14917.27664	21504.3398	12602.97469	64241.16329	69561.36885	45252.44499	57580.71303	20018.7893	118427.6171	26799.46393	37445.09221	24946.00693	57409.75904	24321.78103	151697.3247	28528.97409	31680.01126	22627.60729	184841.2701	31897.40262	158597.8003	56337.53148	45743.12358	35857.08041	17212.77962	100259.8753	34070.83121	32668.02019	29047.2077	48914.25584	115775.795	50414.14467	68537.90926	73162.43521	41.76947516	24640.27285	50280.84148	25777.04119	73144.69315	41807.28234	72779.81568	135026.7237	107368.6915	20413.84961	204481.1811	34635.99458	52041.40164	57030.34502	215944.7001	50380.3887	12849.44312	63567.64015	29208.61433	30715.49075	26040.37833	128055.3447	27229.53769	26455.30959	36699.77901	36030.02677	34011.8896	67698.09338	56291.874	47289.45656	44147.88505	25049.26331	157074.8096	35486.8188	28675.88187	100493.795	23499.81588	33493.61521	45752.62266	20192.17378	32760.43615	55306.21857	33821.97258	40756.87025	191405.521	19509.18549	17500.1875	24632.8096	37523.61384	63410.38337	78767.57579	43647.86581	19563.5629	375465.1555	52609.12474	42380.58651	39059.27889
plasmenyl-PE 38:3; [M-H]-@7.56	40802.84411	62958.84087	91982.67866	68071.08073	71375.1251	52172.25695	57804.08785	67080.95729	88319.22298	34036.31254	110331.5894	62423.42229	130002.9713	136971.6645	162443.1654	205791.1498	64939.96655	78552.28237	100537.8985	110041.9396	103764.4067	105227.4327	54244.18668	148902.6586	73501.32358	21986.40807	64085.85904	93925.00252	76169.97316	97377.55504	72851.14892	102061.547	115867.6491	67476.58092	130253.639	99037.64462	125670.6161	105195.7693	107098.5582	88534.32669	54254.84283	73207.25428	59025.04962	146.6989292	91109.01555	182091.9313	90914.43083	67566.76632	87867.79491	112793.3036	84806.64161	100587.8541	84087.23891	92737.05242	99024.48105	74737.4165	71693.39377	141553.7834	108023.8131	50239.16585	118030.1461	66600.54569	84670.5399	77933.56619	111349.01	62708.61526	107925.1469	84023.79291	151461.6239	98443.38567	164320.3365	105685.8425	99922.46742	130643.4	93004.54666	96754.22111	77179.22634	57839.15612	94958.73847	112509.3641	51186.63516	132833.3818	150168.7584	70134.94722	204946.2497	92323.04717	83892.39219	69871.72301	115935.7671	84122.32305	76192.93606	164864.6673	23062.01217	179739.5478	153355.243	62816.1239	105133.9739	87397.26214	152063.8308	100853.305
plasmenyl-PE 38:4; [M-H]-@7.30	107887.9802	204823.1722	327678.266	264161.7564	343121.288	261134.4752	301012.7048	273443.7853	455523.2607	160294.8227	480883.5965	225713.6573	458861.7194	351795.303	577815.0536	529529.5837	371648.251	211351.0172	517869.5391	415090.012	503305.586	293049.5384	269624.8045	403384.1645	342226.1962	65497.83697	249557.4251	205029.8061	459133.2224	136390.0818	181932.6657	475220.2775	368679.4374	285740.8098	480748.0112	467062.2292	578180.8906	462802.5373	797468.0638	290113.0618	169810.0482	284590.945	101838.5343	212.8132169	496318.1469	653482.1255	394506.8502	137769.3245	423395.1537	534377.7318	334039.4998	84754.72383	546821.4797	174361.0438	326123.2808	331492.9226	179160.6938	294208.3423	436536.6753	171816.1432	287113.6508	319507.0963	356456.1531	345359.643	246975.9201	238189.0491	479783.4205	410832.9775	631040.5638	349146.9724	660699.6673	420619.7442	508370.4191	336444.8418	229762.9774	93481.36812	318128.8152	222796.8159	204139.9894	480891.8773	197193.5287	593972.0612	674795.6557	398998.8407	807741.9037	292095.9369	371459.9985	201839.6111	638215.1537	498246.8397	272194.6652	596739.5791	110215.8223	541936.8572	882420.0598	225365.4297	134088.388	189366.7968	771655.3805	638921.1107
plasmenyl-PE 38:5; [M-H]-@6.78	211286.3713	295402.1885	475327.8363	486256.7301	482030.8406	373342.4544	391095.4049	376281.955	477752.692	265784.0374	655377.883	227203.2344	713263.9366	535519.9094	684243.3334	754481.2572	413890.555	197140.4886	691287.7259	671811.9758	631355.8816	279338.8736	336508.2518	346079.2983	458215.9815	88978.08755	430868.2557	235428.976	528965.9926	293754.3901	227968.6412	603757.4085	446276.2663	275236.7339	597125.6051	462408.2976	800338.29	404814.5877	672780.136	244860.3404	294495.1798	259419.8293	122563.8414	58.31306757	787447.1524	850460.7923	544901.4118	174592.7941	446132.1191	468473.7302	277810.6579	86991.60307	698309.832	155580.7015	381136.6208	438441.2872	279326.7091	327510.4867	478288.26	228993.9238	356745.6062	339513.7422	535330.3682	512955.3898	265432.2239	419590.1854	669287.5551	535748.783	923806.6618	526749.2499	833375.6516	416797.0779	408643.7324	583732.9418	386807.9725	110146.8057	586086.032	331973.7245	216577.428	673961.8248	612122.9737	677230.8989	922502.4475	522165.38	828620.0178	321660.2629	384346.6373	135804.1863	672789.6133	508449.5175	323075.1498	810060.4466	97842.44706	847864.7272	760458.8906	219926.2441	101867.4228	175298.9114	628304.222	653397.6793
plasmenyl-PE 38:6; [M-H]-@6.64	91731.84199	254999.1784	150033.4926	169899.4956	122148.7813	97179.65542	103926.2477	121726.1493	175999.8375	104599.8601	189309.2779	84393.34461	435840.5673	424163.3925	196467.8235	307124.649	105931.4484	72791.94965	268319.1357	316077.7844	243834.9237	138704.4162	178137.5681	151857.5334	185478.1745	26469.28401	194950.3426	83774.69179	199741.4024	122396.8907	79579.00286	187709.9494	125993.0053	70709.24789	164051.6568	164997.3616	340386.8908	157247.1142	203352.9253	50092.75667	66136.40662	63724.68882	46393.80039	124.7414052	184940.572	219588.3882	159315.7802	47327.77917	226800.8283	149922.0214	84462.46856	24414.48345	402730.9588	32312.00286	125974.2169	83453.37583	127575.4629	96712.83872	65899.40037	64131.52015	115227.277	89052.62347	128847.6597	139897.5991	80049.88021	140040.4988	189106.2578	112241.1751	285981.7097	179687.4411	512706.4975	96050.28159	129340.684	184705.3616	65870.96981	37648.03896	221650.8619	127504.6025	36250.98095	203241.2149	322204.424	253114.2483	283835.5786	183635.4079	230704.2461	82470.23199	110354.0466	47936.88578	217396.2641	103265.833	89092.11816	134157.8866	35609.01811	331076.4254	196491.5426	41659.05709	22910.67392	23010.54862	234777.6508	218984.1294
plasmenyl-PE 40:4; [M-H]-@7.83	49303.68976	59615.7586	59766.73314	46773.83016	76313.73401	58841.49167	73105.4466	75920.98738	112805.3158	35554.80715	97735.60157	51798.47569	101176.3926	111461.6746	139828.3621	142135.502	72717.4524	184868.9014	96676.3206	102419.2027	98021.60786	102299.7362	33791.07421	307997.0991	56393.83218	87898.88287	57640.07807	383694.0867	119862.9717	221745.6381	158543.4261	113840.6459	86786.04018	61684.92223	146595.2516	115660.2938	123444.8852	143286.4153	138694.3422	401454.9844	136847.0508	128535.0918	278337.7719	860.5703218	93019.85673	157961.5729	86062.44599	161622.7415	93465.96882	238853.3167	197509.7135	361074.9977	157411.5808	239918.3261	138371.2042	178196.0534	320637.7868	187264.0145	79413.76962	50933.81644	128234.3487	74200.68273	91008.73336	92271.78132	316619.3416	70257.67908	84095.07973	86816.42591	179034.4513	104506.6885	138571.7379	131201.8185	185902.0936	101310.7667	118080.2221	211749.4149	96067.79188	47490.78862	265258.7488	79949.44848	80453.79332	307153.6204	70674.63132	54720.56108	176007.6794	90802.99339	134998.7583	182502.43	47758.66685	82237.06384	97311.85719	84824.0567	107035.3995	169443.109	117974.4335	74678.69857	210424.4605	284668.7041	106803.903	89169.081
plasmenyl-PE 40:5; [M-H]-@7.42	38582.98397	50953.18286	57768.61332	65532.17322	71074.70289	56979.17825	56619.61353	78500.97674	81123.33373	32918.82585	68862.38752	40326.48757	134106.5123	87393.02415	114908.021	349331.0763	50243.54348	47624.69289	97194.12897	99907.52495	108321.9344	55290.35523	52426.7377	163533.5186	71554.81656	25624.87914	67019.79863	80130.55518	77111.64723	55823.40549	49121.18689	136283.7328	81018.49841	56225.6218	105577.9187	97912.78812	106708.233	84163.17605	126264.098	44596.73069	43364.38098	55944.32526	55247.81725	208.2997096	71799.71203	169768.1839	63508.50661	57072.22042	70396.96986	101268.5753	96390.41971	32825.89435	106303.3367	55380.30551	80988.89171	90845.27857	66480.71313	82168.03698	60746.92012	54777.79447	63917.37957	53013.20299	73359.71824	82124.17153	64648.33682	87300.54026	93100.48795	97537.68686	196922.3432	115919.5423	234594.7659	95266.33395	105104.5739	112682.8787	87466.82858	36825.92527	92270.52753	61688.30977	71716.52378	78283.94953	101399.8261	128683.0638	101509.8488	97339.82059	180653.1868	70806.04171	77011.95192	23349.99599	194458.8109	60613.77268	104525.1096	108834.3879	30972.31237	245950.4614	150705.317	52916.11719	35639.18851	41137.27471	128162.2094	96389.31655
